名称,機種,燃料種類,熱源種類,冷房／暖房,特性種類,下限,上限,特性ID,基整促係数,冷却水温度下限,冷却水温度上限
RoomAirConditioner,ルームエアコンディショナ,電力,空気,Cooling,能力比,19.6,35.9,Cq_AS_C,0.9775,,
RoomAirConditioner,ルームエアコンディショナ,電力,空気,Cooling,入力比,19.6,35.9,Cp_AS_C,1,,
RoomAirConditioner,ルームエアコンディショナ,電力,空気,Cooling,部分負荷特性,0.2,1,Cx_AS_D,1,,
RoomAirConditioner,ルームエアコンディショナ,電力,空気,Heating,能力比,-13,3.6,Hq_AS_E1,0.8,,
RoomAirConditioner,ルームエアコンディショナ,電力,空気,Heating,能力比,3.6,16.8,Hq_AS_E2,0.8,,
RoomAirConditioner,ルームエアコンディショナ,電力,空気,Heating,入力比,-13,16.8,Hp_AS_D,1,,
RoomAirConditioner,ルームエアコンディショナ,電力,空気,Heating,部分負荷特性,0.2,1,Hx_AS_D,1,,
FFtypeHeater_CityGas,FF式ガス暖房機(都市ガス),ガス,不要,Heating,能力比,-1,1,Hq_boilerA,1,,
FFtypeHeater_CityGas,FF式ガス暖房機(都市ガス),ガス,不要,Heating,入力比,-1,1,Hp_boilerA,1,,
FFtypeHeater_CityGas,FF式ガス暖房機(都市ガス),ガス,不要,Heating,部分負荷特性,0.1,1,Hx_boilerA,1,,
FFtypeHeater_CityGas,FF式ガス暖房機(都市ガス),ガス,不要,Heating,送水温度特性,-1,1,Hw_boilerA,1,,
FFtypeHeater_LPG,FF式ガス暖房機(LPG),液化石油ガス,不要,Heating,能力比,-1,1,Hq_boilerA,1,,
FFtypeHeater_LPG,FF式ガス暖房機(LPG),液化石油ガス,不要,Heating,入力比,-1,1,Hp_boilerA,1,,
FFtypeHeater_LPG,FF式ガス暖房機(LPG),液化石油ガス,不要,Heating,部分負荷特性,0.1,1,Hx_boilerA,1,,
FFtypeHeater_LPG,FF式ガス暖房機(LPG),液化石油ガス,不要,Heating,送水温度特性,-1,1,Hw_boilerA,1,,
FFtypeHeater_Kerosene,FF式石油暖房機,灯油,不要,Heating,能力比,-1,1,Hq_boilerA,1,,
FFtypeHeater_Kerosene,FF式石油暖房機,灯油,不要,Heating,入力比,-1,1,Hp_boilerA,1,,
FFtypeHeater_Kerosene,FF式石油暖房機,灯油,不要,Heating,部分負荷特性,0.1,1,Hx_boilerA,1,,
FFtypeHeater_Kerosene,FF式石油暖房機,灯油,不要,Heating,送水温度特性,-1,1,Hw_boilerA,1,,
DHC_CoolingWater,地域熱供給(冷水),冷水,不要,Cooling,能力比,-1,1,HEX,1,,
DHC_CoolingWater,地域熱供給(冷水),冷水,不要,Cooling,入力比,-1,1,HEX,1,,
DHC_CoolingWater,地域熱供給(冷水),冷水,不要,Cooling,部分負荷特性,0,1,DHC,1,,
DHC_CoolingWater,地域熱供給(冷水),冷水,不要,Cooling,送水温度特性,-1,1,HEX,1,,
DHC_CoolingWater,地域熱供給(冷水),冷水,不要,Heating,能力比,-1,1,HEX,1,,
DHC_CoolingWater,地域熱供給(冷水),冷水,不要,Heating,入力比,-1,1,HEX,1,,
DHC_CoolingWater,地域熱供給(冷水),冷水,不要,Heating,部分負荷特性,0,1,DHC,1,,
DHC_CoolingWater,地域熱供給(冷水),冷水,不要,Heating,送水温度特性,-1,1,HEX,1,,
DHC_HeatingWater,地域熱供給(温水),温水,不要,Cooling,能力比,-1,1,HEX,1,,
DHC_HeatingWater,地域熱供給(温水),温水,不要,Cooling,入力比,-1,1,HEX,1,,
DHC_HeatingWater,地域熱供給(温水),温水,不要,Cooling,部分負荷特性,0,1,DHC,1,,
DHC_HeatingWater,地域熱供給(温水),温水,不要,Cooling,送水温度特性,-1,1,HEX,1,,
DHC_HeatingWater,地域熱供給(温水),温水,不要,Heating,能力比,-1,1,HEX,1,,
DHC_HeatingWater,地域熱供給(温水),温水,不要,Heating,入力比,-1,1,HEX,1,,
DHC_HeatingWater,地域熱供給(温水),温水,不要,Heating,部分負荷特性,0,1,DHC,1,,
DHC_HeatingWater,地域熱供給(温水),温水,不要,Heating,送水温度特性,-1,1,HEX,1,,
DHC_Steam,地域熱供給(蒸気),蒸気,不要,Cooling,能力比,-1,1,HEX,1,,
DHC_Steam,地域熱供給(蒸気),蒸気,不要,Cooling,入力比,-1,1,HEX,1,,
DHC_Steam,地域熱供給(蒸気),蒸気,不要,Cooling,部分負荷特性,0,1,DHC,1,,
DHC_Steam,地域熱供給(蒸気),蒸気,不要,Cooling,送水温度特性,-1,1,HEX,1,,
DHC_Steam,地域熱供給(蒸気),蒸気,不要,Heating,能力比,-1,1,HEX,1,,
DHC_Steam,地域熱供給(蒸気),蒸気,不要,Heating,入力比,-1,1,HEX,1,,
DHC_Steam,地域熱供給(蒸気),蒸気,不要,Heating,部分負荷特性,0,1,DHC,1,,
DHC_Steam,地域熱供給(蒸気),蒸気,不要,Heating,送水温度特性,-1,1,HEX,1,,
HEX,熱交換器,電力,不要,Cooling,能力比,-1,1,HEX,1,,
HEX,熱交換器,電力,不要,Cooling,入力比,-1,1,HEX,1,,
HEX,熱交換器,電力,不要,Cooling,部分負荷特性,-1,1,HEX,1,,
HEX,熱交換器,電力,不要,Cooling,送水温度特性,-1,1,HEX,1,,
HEX,熱交換器,電力,不要,Heating,能力比,-1,1,HEX,1,,
HEX,熱交換器,電力,不要,Heating,入力比,-1,1,HEX,1,,
HEX,熱交換器,電力,不要,Heating,部分負荷特性,-1,1,HEX,1,,
HEX,熱交換器,電力,不要,Heating,送水温度特性,-1,1,HEX,1,,
ElectricalHeater,電気式ヒーター,電力,不要,Heating,能力比,-1,1,HEX,1,,
ElectricalHeater,電気式ヒーター,電力,不要,Heating,入力比,-1,1,HEX,1,,
ElectricalHeater,電気式ヒーター,電力,不要,Heating,部分負荷特性,0,1,DHC,1,,
ElectricalHeater,電気式ヒーター,電力,不要,Heating,送水温度特性,-1,1,HEX,1,,
ElectricalHeater_Storage,電気蓄熱暖房器,電力,不要,Heating,能力比,-1,1,HEX,1,,
ElectricalHeater_Storage,電気蓄熱暖房器,電力,不要,Heating,入力比,-1,1,Hp_EH_A,1,,
ElectricalHeater_Storage,電気蓄熱暖房器,電力,不要,Heating,部分負荷特性,0,1,DHC,1,,
ElectricalHeater_Storage,電気蓄熱暖房器,電力,不要,Heating,送水温度特性,-1,1,HEX,1,,
WarmAirHeater_CityGas,温風暖房機(都市ガス),ガス,不要,Heating,能力比,-1,1,HEX,1,,
WarmAirHeater_CityGas,温風暖房機(都市ガス),ガス,不要,Heating,入力比,-1,1,HEX,1,,
WarmAirHeater_CityGas,温風暖房機(都市ガス),ガス,不要,Heating,部分負荷特性,0,1,DHC,1,,
WarmAirHeater_CityGas,温風暖房機(都市ガス),ガス,不要,Heating,送水温度特性,-1,1,HEX,1,,
WarmAirHeater_LPG,温風暖房機(LPG),液化石油ガス,不要,Heating,能力比,-1,1,HEX,1,,
WarmAirHeater_LPG,温風暖房機(LPG),液化石油ガス,不要,Heating,入力比,-1,1,HEX,1,,
WarmAirHeater_LPG,温風暖房機(LPG),液化石油ガス,不要,Heating,部分負荷特性,0,1,DHC,1,,
WarmAirHeater_LPG,温風暖房機(LPG),液化石油ガス,不要,Heating,送水温度特性,-1,1,HEX,1,,
WarmAirHeater_Oil,温風暖房機(重油),重油,不要,Heating,能力比,-1,1,HEX,1,,
WarmAirHeater_Oil,温風暖房機(重油),重油,不要,Heating,入力比,-1,1,HEX,1,,
WarmAirHeater_Oil,温風暖房機(重油),重油,不要,Heating,部分負荷特性,0,1,DHC,1,,
WarmAirHeater_Oil,温風暖房機(重油),重油,不要,Heating,送水温度特性,-1,1,HEX,1,,
WarmAirHeater_Kerosene,温風暖房機(灯油),灯油,不要,Heating,能力比,-1,1,HEX,1,,
WarmAirHeater_Kerosene,温風暖房機(灯油),灯油,不要,Heating,入力比,-1,1,HEX,1,,
WarmAirHeater_Kerosene,温風暖房機(灯油),灯油,不要,Heating,部分負荷特性,0,1,DHC,1,,
WarmAirHeater_Kerosene,温風暖房機(灯油),灯油,不要,Heating,送水温度特性,-1,1,HEX,1,,
GasHeatPumpAirConditioner_GE_CityGas,ガスヒートポンプ冷暖房機(消費電力自給装置付、都市ガス),ガス,空気,Cooling,能力比,25,43,Cq_AS_A,0.95,,
GasHeatPumpAirConditioner_GE_CityGas,ガスヒートポンプ冷暖房機(消費電力自給装置付、都市ガス),ガス,空気,Cooling,入力比,-5,43,Cp_AS_B,1.2,,
GasHeatPumpAirConditioner_GE_CityGas,ガスヒートポンプ冷暖房機(消費電力自給装置付、都市ガス),ガス,空気,Cooling,部分負荷特性,0.3,1,Cx_AS_C,1,,
GasHeatPumpAirConditioner_GE_CityGas,ガスヒートポンプ冷暖房機(消費電力自給装置付、都市ガス),ガス,空気,Heating,能力比,-8,18,Hq_AS_D,0.95,,
GasHeatPumpAirConditioner_GE_CityGas,ガスヒートポンプ冷暖房機(消費電力自給装置付、都市ガス),ガス,空気,Heating,入力比,-8,18,Hp_AS_C,1.2,,
GasHeatPumpAirConditioner_GE_CityGas,ガスヒートポンプ冷暖房機(消費電力自給装置付、都市ガス),ガス,空気,Heating,部分負荷特性,0.3,1,Hx_AS_C,1,,
GasHeatPumpAirConditioner_GE_LPG,ガスヒートポンプ冷暖房機(消費電力自給装置付、LPG),液化石油ガス,空気,Cooling,能力比,25,43,Cq_AS_A,0.95,,
GasHeatPumpAirConditioner_GE_LPG,ガスヒートポンプ冷暖房機(消費電力自給装置付、LPG),液化石油ガス,空気,Cooling,入力比,-5,43,Cp_AS_B,1.2,,
GasHeatPumpAirConditioner_GE_LPG,ガスヒートポンプ冷暖房機(消費電力自給装置付、LPG),液化石油ガス,空気,Cooling,部分負荷特性,0.3,1,Cx_AS_C,1,,
GasHeatPumpAirConditioner_GE_LPG,ガスヒートポンプ冷暖房機(消費電力自給装置付、LPG),液化石油ガス,空気,Heating,能力比,-8,18,Hq_AS_D,0.95,,
GasHeatPumpAirConditioner_GE_LPG,ガスヒートポンプ冷暖房機(消費電力自給装置付、LPG),液化石油ガス,空気,Heating,入力比,-8,18,Hp_AS_C,1.2,,
GasHeatPumpAirConditioner_GE_LPG,ガスヒートポンプ冷暖房機(消費電力自給装置付、LPG),液化石油ガス,空気,Heating,部分負荷特性,0.3,1,Hx_AS_C,1,,
Desica,デシカ,電力,空気,Cooling,能力比,13,35,DX_C1,0.95,,
Desica,デシカ,電力,空気,Cooling,入力比,13,35,DX_C2,1.2,,
Desica,デシカ,電力,空気,Cooling,部分負荷特性,0.3,1,DX_C3,1,,
Desica,デシカ,電力,空気,Heating,能力比,-7,13,DX_H1,0.95,,
Desica,デシカ,電力,空気,Heating,入力比,-7,13,DX_H2,1.2,,
Desica,デシカ,電力,空気,Heating,部分負荷特性,0.3,1,DX_H3,1,,
