áWbélì˙és (480),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-1.7,0.00,0.00,0.0,0.0
-1.8,0.00,0.00,0.0,0.0
-1.5,0.00,0.00,0.0,0.0
-1.7,0.01,0.01,0.0,0.0
-1.2,0.07,0.12,9.4,-55.0
0.1,0.06,0.24,18.8,-44.4
0.6,0.07,0.36,26.4,-31.7
-0.9,0.05,0.38,31.5,-16.9
-1.2,0.02,0.36,33.4,-0.5
-1.1,0.04,0.33,31.7,15.9
-0.7,0.02,0.28,26.8,30.9
-0.1,0.02,0.19,19.4,43.7
0.3,0.04,0.09,10.1,54.4
0.3,0.01,0.01,0.0,0.0
0.5,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.4,0.00,0.00,0.0,0.0
0.1,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
1.7,0.00,0.00,0.0,0.0
2.7,0.00,0.00,0.0,0.0
2.5,0.00,0.00,0.0,0.0
2.8,0.00,0.00,0.0,0.0
2.6,0.00,0.00,0.0,0.0
2.9,0.00,0.00,0.0,0.0
2.1,0.00,0.00,0.0,0.0
0.4,0.00,0.00,0.0,0.0
1.9,0.04,0.03,0.0,0.0
1.9,1.14,0.19,9.5,-55.2
1.7,1.92,0.33,18.9,-44.6
2.4,2.90,0.27,26.5,-31.9
2.5,3.01,0.31,31.6,-17.0
2.6,2.66,0.43,33.5,-0.6
2.8,2.21,0.52,31.9,15.9
2.7,2.90,0.28,27.0,30.9
3.2,2.15,0.31,19.5,43.7
2.4,0.94,0.21,10.2,54.5
2.8,0.04,0.03,0.0,0.0
2.0,0.00,0.00,0.0,0.0
2.7,0.00,0.00,0.0,0.0
2.9,0.00,0.00,0.0,0.0
2.2,0.00,0.00,0.0,0.0
1.8,0.00,0.00,0.0,0.0
0.0,0.00,0.00,0.0,0.0
-0.2,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-0.3,0.00,0.00,0.0,0.0
-1.0,0.00,0.00,0.0,0.0
-1.0,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-2.0,0.00,0.00,0.0,0.0
-1.6,0.04,0.03,0.0,0.0
-1.5,1.44,0.18,9.5,-55.4
0.9,2.43,0.26,19.0,-44.8
1.7,2.83,0.29,26.6,-32.1
3.8,2.11,0.55,31.8,-17.2
3.9,1.43,0.74,33.7,-0.7
5.4,1.10,0.74,32.1,15.8
6.0,2.82,0.30,27.2,30.9
4.2,0.73,0.44,19.7,43.8
3.9,0.49,0.21,10.4,54.6
3.5,0.04,0.03,0.0,0.0
2.3,0.00,0.00,0.0,0.0
2.6,0.00,0.00,0.0,0.0
2.0,0.00,0.00,0.0,0.0
1.2,0.00,0.00,0.0,0.0
1.6,0.00,0.00,0.0,0.0
2.2,0.00,0.00,0.0,0.0
2.9,0.00,0.00,0.0,0.0
2.9,0.00,0.00,0.0,0.0
2.4,0.00,0.00,0.0,0.0
2.9,0.00,0.00,0.0,0.0
3.1,0.00,0.00,0.0,0.0
3.4,0.00,0.00,0.0,0.0
3.0,0.00,0.00,0.0,0.0
3.5,0.01,0.02,0.0,0.0
3.7,0.22,0.16,9.6,-55.6
4.6,0.20,0.34,19.1,-45.0
6.0,0.20,0.50,26.8,-32.3
7.2,0.78,0.76,31.9,-17.3
8.6,1.57,0.72,33.9,-0.8
9.8,2.74,0.39,32.3,15.8
10.6,1.58,0.56,27.4,30.9
8.4,2.01,0.34,19.9,43.8
8.7,1.46,0.20,10.6,54.6
7.0,0.08,0.04,0.0,63.8
5.7,0.00,0.00,0.0,0.0
5.1,0.00,0.00,0.0,0.0
2.8,0.00,0.00,0.0,0.0
3.9,0.00,0.00,0.0,0.0
3.2,0.00,0.00,0.0,0.0
3.2,0.00,0.00,0.0,0.0
3.0,0.00,0.00,0.0,0.0
3.3,0.00,0.00,0.0,0.0
3.7,0.00,0.00,0.0,0.0
2.8,0.00,0.00,0.0,0.0
1.9,0.00,0.00,0.0,0.0
2.9,0.00,0.00,0.0,0.0
1.7,0.00,0.00,0.0,0.0
1.5,0.01,0.02,0.0,0.0
1.9,1.31,0.19,9.7,-55.8
4.4,2.33,0.27,19.2,-45.2
6.5,2.72,0.32,26.9,-32.4
7.2,2.85,0.36,32.1,-17.5
8.2,2.89,0.37,34.1,-0.9
10.1,2.42,0.48,32.5,15.7
10.5,0.92,0.64,27.6,30.9
10.3,0.72,0.45,20.1,43.9
9.5,0.28,0.20,10.8,54.7
8.9,0.04,0.03,0.2,63.9
9.0,0.00,0.00,0.0,0.0
8.2,0.00,0.00,0.0,0.0
7.5,0.00,0.00,0.0,0.0
7.2,0.00,0.00,0.0,0.0
6.6,0.00,0.00,0.0,0.0
6.2,0.00,0.00,0.0,0.0
6.3,0.00,0.00,0.0,0.0
6.1,0.00,0.00,0.0,0.0
5.4,0.00,0.00,0.0,0.0
5.1,0.00,0.00,0.0,0.0
5.5,0.00,0.00,0.0,0.0
5.1,0.00,0.00,0.0,0.0
4.6,0.00,0.00,0.0,0.0
5.2,0.01,0.02,0.0,0.0
6.8,1.07,0.20,9.8,-56.0
12.0,2.40,0.27,19.3,-45.4
13.2,2.78,0.31,27.0,-32.6
14.2,2.93,0.34,32.3,-17.6
14.2,2.97,0.35,34.3,-1.0
13.9,2.91,0.35,32.7,15.7
14.2,2.79,0.32,27.8,30.9
13.8,2.48,0.27,20.3,43.9
12.7,0.95,0.23,11.0,54.8
10.1,0.15,0.04,0.4,64.0
8.6,0.00,0.00,0.0,0.0
8.5,0.00,0.00,0.0,0.0
7.7,0.00,0.00,0.0,0.0
7.0,0.00,0.00,0.0,0.0
7.0,0.00,0.00,0.0,0.0
6.5,0.00,0.00,0.0,0.0
6.1,0.00,0.00,0.0,0.0
5.5,0.00,0.00,0.0,0.0
5.5,0.00,0.00,0.0,0.0
5.0,0.00,0.00,0.0,0.0
4.3,0.00,0.00,0.0,0.0
4.1,0.00,0.00,0.0,0.0
3.5,0.00,0.00,0.0,0.0
2.9,0.01,0.02,0.0,0.0
2.8,0.16,0.15,9.8,-56.2
2.8,0.25,0.37,19.4,-45.5
3.9,1.42,0.58,27.2,-32.8
6.0,1.42,0.71,32.4,-17.8
5.8,0.66,0.82,34.5,-1.1
5.3,0.65,0.78,32.9,15.7
6.1,1.08,0.64,28.0,30.9
5.7,0.65,0.46,20.5,44.0
4.2,0.16,0.18,11.2,54.9
3.9,0.04,0.03,0.6,64.2
3.4,0.00,0.00,0.0,0.0
3.6,0.00,0.00,0.0,0.0
2.4,0.00,0.00,0.0,0.0
1.8,0.00,0.00,0.0,0.0
-0.3,0.00,0.00,0.0,0.0
1.5,0.00,0.00,0.0,0.0
1.5,0.00,0.00,0.0,0.0
1.6,0.00,0.00,0.0,0.0
2.0,0.00,0.00,0.0,0.0
1.7,0.00,0.00,0.0,0.0
2.4,0.00,0.00,0.0,0.0
1.7,0.00,0.00,0.0,0.0
2.3,0.00,0.00,0.0,0.0
2.3,0.01,0.02,0.0,0.0
3.0,0.16,0.15,9.9,-56.4
4.6,0.35,0.40,19.5,-45.7
5.3,0.12,0.46,27.3,-33.0
5.4,0.33,0.70,32.6,-17.9
5.6,0.21,0.68,34.7,-1.2
6.3,0.13,0.57,33.1,15.6
