áTbä‚å©ëÚ (59)-A4,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-4,0,0,0,0
-4.2,0,0,0,0
-4.9,0,0,0,0
-4.8,0,0,0,0
-5.3,0,0,0,0
-5.6,0,0,0,0
-6.9,0,0,0,0
-8.5,0,0,0,0
-10.4,0,0,0,0
-10.2,0,0,0,0
-11.1,0,0,0,0
-11,0,0,0,0
-10.3,0.04,0.03,1.2,-65.3
-8.9,0.36,0.22,10.7,-54.4
-7.1,0.14,0.33,18.8,-42.2
-7,0.23,0.53,25.1,-28.3
-6.3,0.96,0.75,29,-12.7
-5.3,2.52,0.51,29.8,3.7
-3.3,0.97,0.7,27.6,19.9
-3.7,0.51,0.54,22.6,34.7
-2.9,0.21,0.29,15.3,47.9
-3.1,0.14,0.11,6.5,59.4
-3.4,0,0,0,0
-4.2,0,0,0,0
-4.9,0,0,0,0
-5.2,0,0,0,0
-5.9,0,0,0,0
-5.8,0,0,0,0
-5.5,0,0,0,0
-5.2,0,0,0,0
-3.5,0,0,0,0
-3.2,0,0,0,0
-4,0,0,0,0
-4.3,0,0,0,0
-4.1,0,0,0,0
-3.9,0,0,0,0
-3.8,0.01,0.02,1.4,-65.5
-4.3,0.04,0.11,10.9,-54.6
-3.9,0.04,0.21,19.1,-42.4
-3.5,0.04,0.33,25.4,-28.4
-2,0.07,0.39,29.3,-12.8
-1.8,0.06,0.41,30.1,3.7
-1.2,0.11,0.47,27.9,19.9
-1.2,0.04,0.29,22.8,34.9
-1.7,0.04,0.2,15.6,48
-2,0.04,0.08,6.8,59.6
-2,0,0,0,0
-1.9,0,0,0,0
-2.3,0,0,0,0
-2.5,0,0,0,0
-2.8,0,0,0,0
-3.3,0,0,0,0
-5.3,0,0,0,0
-4.8,0,0,0,0
-4.6,0,0,0,0
-5.1,0,0,0,0
-5.8,0,0,0,0
-7.4,0,0,0,0
-9.3,0,0,0,0
-9.3,0,0,0,0
-8.5,0.04,0.03,1.6,-65.7
-5.8,0.3,0.22,11.1,-54.8
-6.5,0.33,0.42,19.3,-42.6
-5.1,0.91,0.65,25.7,-28.6
-1.9,2.5,0.51,29.5,-12.9
-1.4,0.48,0.75,30.4,3.7
-1.3,0.34,0.65,28.2,20
-1.7,0.13,0.4,23.1,35
