áWaç°èØ (542),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
0.4,0.00,0.00,0.0,0.0
0.4,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.2,0.01,0.01,0.0,0.0
0.2,0.04,0.08,8.9,-55.7
0.4,0.03,0.17,18.3,-45.1
0.4,0.02,0.24,25.9,-32.4
0.5,0.02,0.29,31.1,-17.6
0.7,0.03,0.40,33.1,-1.2
1.1,0.11,0.52,31.6,15.2
1.0,0.04,0.33,26.8,30.3
0.5,0.03,0.18,19.5,43.3
0.4,0.04,0.10,10.4,54.3
0.3,0.01,0.01,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.8,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.8,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.4,0.01,0.01,0.0,0.0
0.4,0.12,0.13,9.0,-55.9
-0.5,0.14,0.30,18.4,-45.3
-0.7,0.12,0.43,26.0,-32.6
-0.5,0.06,0.42,31.2,-17.7
-0.5,0.14,0.59,33.2,-1.4
-0.1,0.93,0.75,31.8,15.2
-0.1,0.42,0.60,27.0,30.3
0.1,0.15,0.32,19.7,43.4
0.1,0.17,0.17,10.6,54.3
-0.4,0.04,0.03,0.1,63.7
-0.6,0.00,0.00,0.0,0.0
-0.9,0.00,0.00,0.0,0.0
-0.9,0.00,0.00,0.0,0.0
-0.6,0.00,0.00,0.0,0.0
-0.2,0.00,0.00,0.0,0.0
-1.7,0.00,0.00,0.0,0.0
-1.9,0.00,0.00,0.0,0.0
-1.7,0.00,0.00,0.0,0.0
-1.5,0.00,0.00,0.0,0.0
-3.1,0.00,0.00,0.0,0.0
-3.6,0.00,0.00,0.0,0.0
-3.9,0.00,0.00,0.0,0.0
-4.2,0.00,0.00,0.0,0.0
-4.7,0.01,0.01,0.0,0.0
-5.3,0.23,0.15,9.0,-56.1
-3.9,1.68,0.35,18.5,-45.4
-1.8,2.72,0.31,26.2,-32.8
0.2,2.85,0.35,31.4,-17.9
1.0,2.91,0.36,33.4,-1.5
0.5,2.38,0.48,32.0,15.1
1.1,2.76,0.32,27.3,30.3
1.0,1.20,0.43,19.9,43.4
0.1,0.77,0.23,10.8,54.4
-1.2,0.08,0.04,0.3,63.8
-2.3,0.00,0.00,0.0,0.0
-2.9,0.00,0.00,0.0,0.0
-3.9,0.00,0.00,0.0,0.0
-4.6,0.00,0.00,0.0,0.0
-5.3,0.00,0.00,0.0,0.0
-6.0,0.00,0.00,0.0,0.0
-6.3,0.00,0.00,0.0,0.0
-6.6,0.00,0.00,0.0,0.0
-7.2,0.00,0.00,0.0,0.0
-7.6,0.00,0.00,0.0,0.0
-8.2,0.00,0.00,0.0,0.0
-8.3,0.00,0.00,0.0,0.0
-8.9,0.00,0.00,0.0,0.0
-8.8,0.01,0.01,0.0,0.0
-3.8,0.10,0.12,9.1,-56.3
0.1,0.77,0.41,18.6,-45.6
3.1,0.45,0.58,26.3,-32.9
3.3,0.06,0.43,31.6,-18.0
3.5,0.25,0.68,33.6,-1.5
4.4,1.29,0.72,32.2,15.1
5.2,0.26,0.56,27.5,30.4
4.5,0.09,0.28,20.1,43.5
3.5,0.10,0.15,11.0,54.5
3.9,0.04,0.03,0.5,63.9
2.2,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.6,0.00,0.00,0.0,0.0
1.4,0.00,0.00,0.0,0.0
1.5,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
0.1,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
-0.3,0.00,0.00,0.0,0.0
0.3,0.01,0.01,0.0,0.0
0.2,0.07,0.11,9.2,-56.5
-1.4,0.04,0.18,18.7,-45.8
-1.5,0.01,0.25,26.4,-33.1
-1.2,0.05,0.38,31.7,-18.2
-0.5,0.07,0.49,33.8,-1.6
-0.1,0.05,0.38,32.4,15.1
-0.5,0.03,0.26,27.7,30.4
-0.7,0.03,0.19,20.4,43.5
-0.7,0.03,0.10,11.2,54.6
-0.6,0.01,0.02,0.7,64.0
-0.7,0.00,0.00,0.0,0.0
-0.8,0.00,0.00,0.0,0.0
-0.7,0.00,0.00,0.0,0.0
-0.6,0.00,0.00,0.0,0.0
-0.7,0.00,0.00,0.0,0.0
-1.4,0.00,0.00,0.0,0.0
-1.4,0.00,0.00,0.0,0.0
-0.9,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-1.3,0.00,0.00,0.0,0.0
-1.4,0.00,0.00,0.0,0.0
-1.7,0.00,0.00,0.0,0.0
-1.7,0.00,0.00,0.0,0.0
-1.5,0.01,0.01,0.0,0.0
-1.6,0.18,0.15,9.3,-56.7
-1.2,0.08,0.25,18.8,-46.0
-1.0,0.22,0.51,26.6,-33.3
-0.4,0.90,0.75,31.9,-18.3
0.2,0.14,0.60,34.0,-1.7
-0.2,0.10,0.52,32.6,15.0
0.1,0.07,0.37,27.9,30.4
-0.3,0.04,0.22,20.6,43.6
-0.2,0.05,0.12,11.4,54.7
-0.2,0.01,0.02,0.9,64.2
-0.1,0.00,0.00,0.0,0.0
0.0,0.00,0.00,0.0,0.0
0.1,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.2,0.00,0.00,0.0,0.0
0.4,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
0.4,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
-1.0,0.00,0.00,0.0,0.0
-1.9,0.00,0.00,0.0,0.0
-3.2,0.00,0.00,0.0,0.0
-3.0,0.00,0.00,0.0,0.0
