áTaêVìæ (117),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-8.1,0.20,0.42,22.8,20.8
-8.4,0.12,0.27,17.7,34.7
-8.9,0.13,0.16,10.6,47.1
-9.3,0.08,0.04,1.9,58.1
-10.1,0.00,0.00,0.0,0.0
-11.1,0.00,0.00,0.0,0.0
-11.4,0.00,0.00,0.0,0.0
-10.3,0.00,0.00,0.0,0.0
-10.2,0.00,0.00,0.0,0.0
-10.4,0.00,0.00,0.0,0.0
-10.6,0.00,0.00,0.0,0.0
-10.8,0.00,0.00,0.0,0.0
-10.8,0.00,0.00,0.0,0.0
-10.5,0.00,0.00,0.0,0.0
-10.5,0.00,0.00,0.0,0.0
-10.4,0.00,0.00,0.0,0.0
-10.3,0.00,0.00,0.0,0.0
-10.3,0.00,0.00,0.0,0.0
-10.2,0.01,0.01,0.0,0.0
-10.2,0.06,0.10,8.6,-50.1
-9.5,0.06,0.20,16.2,-38.1
-9.2,0.07,0.28,21.9,-24.6
-8.6,0.06,0.33,25.2,-9.8
-8.5,0.06,0.35,25.6,5.7
-8.8,0.07,0.30,23.0,20.8
-8.9,0.06,0.23,17.9,34.7
-9.9,0.06,0.13,10.8,47.1
-10.1,0.04,0.03,2.0,58.1
-9.7,0.00,0.00,0.0,0.0
-10.1,0.00,0.00,0.0,0.0
-9.9,0.00,0.00,0.0,0.0
-9.8,0.00,0.00,0.0,0.0
-10.1,0.00,0.00,0.0,0.0
-9.9,0.00,0.00,0.0,0.0
-9.7,0.00,0.00,0.0,0.0
-9.6,0.00,0.00,0.0,0.0
-9.3,0.00,0.00,0.0,0.0
-9.2,0.00,0.00,0.0,0.0
-9.0,0.00,0.00,0.0,0.0
-9.2,0.00,0.00,0.0,0.0
-9.3,0.00,0.00,0.0,0.0
-8.8,0.00,0.00,0.0,0.0
-8.9,0.01,0.02,0.0,0.0
-8.7,0.33,0.16,8.7,-50.3
-8.2,1.43,0.33,16.3,-38.3
-7.4,2.84,0.23,22.1,-24.8
-6.5,3.02,0.24,25.3,-9.9
-6.1,3.00,0.25,25.8,5.6
-5.2,2.50,0.31,23.2,20.8
-5.6,1.61,0.35,18.1,34.7
-5.8,0.73,0.23,11.0,47.1
-6.1,0.34,0.05,2.2,58.2
-6.2,0.00,0.00,0.0,0.0
-6.3,0.00,0.00,0.0,0.0
-6.5,0.00,0.00,0.0,0.0
-6.5,0.00,0.00,0.0,0.0
-6.7,0.00,0.00,0.0,0.0
-6.8,0.00,0.00,0.0,0.0
-7.2,0.00,0.00,0.0,0.0
-7.5,0.00,0.00,0.0,0.0
-7.7,0.00,0.00,0.0,0.0
-7.7,0.00,0.00,0.0,0.0
-8.0,0.00,0.00,0.0,0.0
-9.1,0.00,0.00,0.0,0.0
-9.5,0.00,0.00,0.0,0.0
-11.2,0.00,0.00,0.0,0.0
-12.2,0.04,0.03,0.0,0.0
-12.4,0.54,0.18,8.8,-50.5
-10.0,1.40,0.33,16.5,-38.5
-7.9,1.91,0.40,22.2,-24.9
-7.4,3.20,0.20,25.5,-10.0
-6.7,3.18,0.21,26.0,5.6
-4.6,3.08,0.20,23.5,20.8
-5.2,2.76,0.20,18.3,34.7
-5.6,2.06,0.17,11.2,47.2
-6.5,1.05,0.06,2.4,58.3
-8.7,0.00,0.00,0.0,0.0
-11.0,0.00,0.00,0.0,0.0
-12.6,0.00,0.00,0.0,0.0
-14.5,0.00,0.00,0.0,0.0
-14.6,0.00,0.00,0.0,0.0
-16.7,0.00,0.00,0.0,0.0
-17.2,0.00,0.00,0.0,0.0
-16.7,0.00,0.00,0.0,0.0
-18.8,0.00,0.00,0.0,0.0
-18.7,0.00,0.00,0.0,0.0
-19.0,0.00,0.00,0.0,0.0
-19.4,0.00,0.00,0.0,0.0
-19.2,0.00,0.00,0.0,0.0
-19.7,0.00,0.00,0.0,0.0
-20.3,0.01,0.02,0.0,0.0
-18.8,0.18,0.14,8.9,-50.7
-14.9,1.23,0.35,16.6,-38.6
-10.6,1.61,0.45,22.4,-25.1
-8.2,2.01,0.45,25.7,-10.1
-6.5,1.00,0.60,26.2,5.5
-5.1,0.51,0.53,23.7,20.7
-5.3,0.16,0.32,18.6,34.8
-5.7,0.18,0.19,11.4,47.2
-6.0,0.15,0.04,2.6,58.3
-6.8,0.00,0.00,0.0,0.0
-8.1,0.00,0.00,0.0,0.0
-9.2,0.00,0.00,0.0,0.0
-9.9,0.00,0.00,0.0,0.0
-10.1,0.00,0.00,0.0,0.0
-9.7,0.00,0.00,0.0,0.0
-9.6,0.00,0.00,0.0,0.0
-9.2,0.00,0.00,0.0,0.0
-8.6,0.00,0.00,0.0,0.0
-8.3,0.00,0.00,0.0,0.0
-7.6,0.00,0.00,0.0,0.0
-4.5,0.00,0.00,0.0,0.0
-4.5,0.00,0.00,0.0,0.0
-4.5,0.00,0.00,0.0,0.0
-5.0,0.01,0.02,0.0,0.0
-4.9,0.37,0.17,9.0,-50.9
-4.8,1.16,0.36,16.7,-38.8
-5.0,2.75,0.26,22.6,-25.2
-4.8,2.88,0.27,25.9,-10.2
-5.5,1.72,0.51,26.4,5.4
-4.8,0.47,0.53,23.9,20.7
-5.0,1.42,0.38,18.8,34.8
-5.4,0.63,0.24,11.6,47.3
-6.4,0.23,0.05,2.8,58.4
-7.1,0.00,0.00,0.0,0.0
-7.3,0.00,0.00,0.0,0.0
-7.6,0.00,0.00,0.0,0.0
-7.8,0.00,0.00,0.0,0.0
-8.0,0.00,0.00,0.0,0.0
-8.5,0.00,0.00,0.0,0.0
-7.2,0.00,0.00,0.0,0.0
-7.1,0.00,0.00,0.0,0.0
-7.2,0.00,0.00,0.0,0.0
-6.6,0.00,0.00,0.0,0.0
-6.4,0.00,0.00,0.0,0.0
-6.5,0.00,0.00,0.0,0.0
-6.6,0.00,0.00,0.0,0.0
-6.6,0.00,0.00,0.0,0.0
-7.7,0.01,0.02,0.0,-61.8
-7.4,0.19,0.15,9.1,-51.1
-7.3,0.18,0.29,16.9,-39.0
-7.1,0.57,0.51,22.7,-25.4
-6.3,2.34,0.39,26.1,-10.3
-5.5,1.58,0.54,26.6,5.4
-5.5,1.49,0.50,24.1,20.7
-6.1,0.47,0.41,19.0,34.8
-6.7,0.38,0.23,11.8,47.4
-7.1,0.21,0.05,3.0,58.5
-7.7,0.00,0.00,0.0,0.0
-8.2,0.00,0.00,0.0,0.0
-8.1,0.00,0.00,0.0,0.0
-8.6,0.00,0.00,0.0,0.0
-8.7,0.00,0.00,0.0,0.0
-8.7,0.00,0.00,0.0,0.0
-8.5,0.00,0.00,0.0,0.0
-8.2,0.00,0.00,0.0,0.0
-8.4,0.00,0.00,0.0,0.0
-8.5,0.00,0.00,0.0,0.0
-8.2,0.00,0.00,0.0,0.0
-8.2,0.00,0.00,0.0,0.0
-7.9,0.00,0.00,0.0,0.0
-7.7,0.00,0.00,0.0,0.0
-7.7,0.04,0.03,0.1,-62.0
-7.0,0.43,0.18,9.3,-51.2
-6.3,1.37,0.35,17.1,-39.2
-5.3,3.00,0.21,22.9,-25.5
-4.3,3.12,0.23,26.3,-10.5
-3.6,3.13,0.23,26.8,5.3
-3.1,3.08,0.21,24.3,20.7
-2.7,2.77,0.21,19.2,34.9
-2.5,2.12,0.18,12.0,47.4
-3.1,1.41,0.06,3.3,58.6
-4.0,0.00,0.00,0.0,0.0
-7.1,0.00,0.00,0.0,0.0
-7.3,0.00,0.00,0.0,0.0
-8.0,0.00,0.00,0.0,0.0
-8.0,0.00,0.00,0.0,0.0
-8.1,0.00,0.00,0.0,0.0
-8.5,0.00,0.00,0.0,0.0
-10.4,0.00,0.00,0.0,0.0
-11.6,0.00,0.00,0.0,0.0
-11.9,0.00,0.00,0.0,0.0
-12.7,0.00,0.00,0.0,0.0
-12.9,0.00,0.00,0.0,0.0
-13.3,0.00,0.00,0.0,0.0
-13.8,0.00,0.00,0.0,0.0
-14.5,0.04,0.03,0.2,-62.2
-13.7,0.37,0.18,9.4,-51.4
-10.5,1.29,0.36,17.2,-39.3
-6.5,2.93,0.23,23.1,-25.7
-3.3,3.08,0.24,26.5,-10.6
-3.8,3.07,0.24,27.0,5.3
-2.4,3.01,0.23,24.6,20.7
-2.2,2.69,0.22,19.4,34.9
-2.0,1.18,0.25,12.2,47.5
-2.8,0.43,0.06,3.5,58.7
-4.6,0.00,0.00,0.0,0.0
-6.0,0.00,0.00,0.0,0.0
-6.7,0.00,0.00,0.0,0.0
-6.4,0.00,0.00,0.0,0.0
-6.0,0.00,0.00,0.0,0.0
-5.8,0.00,0.00,0.0,0.0
-5.9,0.00,0.00,0.0,0.0
-5.9,0.00,0.00,0.0,0.0
-5.8,0.00,0.00,0.0,0.0
-5.7,0.00,0.00,0.0,0.0
-5.5,0.00,0.00,0.0,0.0
-5.2,0.00,0.00,0.0,0.0
-5.1,0.00,0.00,0.0,0.0
-5.0,0.00,0.00,0.0,0.0
-4.8,0.01,0.02,0.4,-62.4
-4.5,0.04,0.10,9.6,-51.6
-4.0,0.05,0.19,17.4,-39.5
-3.6,0.04,0.27,23.3,-25.8
-3.2,0.03,0.28,26.7,-10.7
-3.1,0.05,0.33,27.3,5.2
-2.4,0.07,0.33,24.8,20.7
-2.3,0.05,0.22,19.7,34.9
-2.0,0.04,0.13,12.4,47.6
-1.8,0.09,0.04,3.7,58.8
-2.0,0.00,0.00,0.0,0.0
-2.0,0.00,0.00,0.0,0.0
-1.9,0.00,0.00,0.0,0.0
-1.9,0.00,0.00,0.0,0.0
-1.9,0.00,0.00,0.0,0.0
-2.0,0.00,0.00,0.0,0.0
-2.2,0.00,0.00,0.0,0.0
-2.1,0.00,0.00,0.0,0.0
-2.1,0.00,0.00,0.0,0.0
-2.0,0.00,0.00,0.0,0.0
-2.0,0.00,0.00,0.0,0.0
-1.9,0.00,0.00,0.0,0.0
-1.9,0.00,0.00,0.0,0.0
-1.8,0.00,0.00,0.0,0.0
-1.8,0.01,0.01,0.5,-62.6
-1.4,0.06,0.11,9.7,-51.8
-0.8,0.05,0.20,17.6,-39.7
-0.7,0.05,0.28,23.5,-26.0
-0.6,0.05,0.32,27.0,-10.8
-1.2,0.04,0.33,27.5,5.2
-1.5,0.06,0.34,25.0,20.7
-1.4,0.06,0.26,19.9,35.0
-1.8,0.07,0.15,12.7,47.7
-2.0,0.08,0.04,3.9,58.9
-2.3,0.00,0.00,0.0,0.0
-2.8,0.00,0.00,0.0,0.0
-3.4,0.00,0.00,0.0,0.0
