áTbéx‚îåŒî» (49),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
-3.7,0.00,0.00,0.0,0.0
-3.8,0.00,0.00,0.0,0.0
-5.3,0.00,0.00,0.0,0.0
-5.5,0.00,0.00,0.0,0.0
-5.6,0.00,0.00,0.0,0.0
-5.6,0.00,0.00,0.0,0.0
-4.7,0.00,0.00,0.0,0.0
-4.7,0.00,0.00,0.0,0.0
-4.8,0.00,0.00,0.0,0.0
-5.5,0.00,0.00,0.0,0.0
-5.6,0.01,0.02,0.0,0.0
-6.2,0.13,0.13,8.9,-52.7
-4.8,0.10,0.25,16.9,-40.8
-3.0,0.98,0.52,23.1,-27.2
-2.1,0.95,0.62,26.8,-12.2
-1.4,1.24,0.62,27.7,3.7
-1.1,1.77,0.49,25.5,19.3
-0.8,0.63,0.46,20.5,33.7
-1.4,0.27,0.25,13.4,46.5
-1.9,0.15,0.07,4.7,57.8
-2.3,0.00,0.00,0.0,0.0
-2.7,0.00,0.00,0.0,0.0
-3.6,0.00,0.00,0.0,0.0
-4.8,0.00,0.00,0.0,0.0
-4.6,0.00,0.00,0.0,0.0
-3.4,0.00,0.00,0.0,0.0
-2.9,0.00,0.00,0.0,0.0
-4.0,0.00,0.00,0.0,0.0
-2.0,0.00,0.00,0.0,0.0
-2.2,0.00,0.00,0.0,0.0
-2.6,0.00,0.00,0.0,0.0
-2.7,0.00,0.00,0.0,0.0
-2.8,0.00,0.00,0.0,0.0
-3.2,0.00,0.00,0.0,0.0
-4.7,0.01,0.02,0.0,0.0
-4.3,0.17,0.14,9.1,-52.9
-3.5,0.13,0.27,17.1,-41.0
-2.5,1.21,0.51,23.3,-27.4
-1.5,2.21,0.43,27.1,-12.3
-2.3,0.73,0.65,27.9,3.6
-1.6,0.89,0.59,25.7,19.3
-0.7,1.61,0.41,20.8,33.8
-0.6,1.40,0.27,13.7,46.6
-1.4,0.83,0.10,4.9,57.9
-2.9,0.00,0.00,0.0,0.0
-4.0,0.00,0.00,0.0,0.0
-3.0,0.00,0.00,0.0,0.0
-3.6,0.00,0.00,0.0,0.0
-3.6,0.00,0.00,0.0,0.0
-3.6,0.00,0.00,0.0,0.0
-4.9,0.00,0.00,0.0,0.0
-6.4,0.00,0.00,0.0,0.0
-4.1,0.00,0.00,0.0,0.0
-4.9,0.00,0.00,0.0,0.0
-6.9,0.00,0.00,0.0,0.0
-6.6,0.00,0.00,0.0,0.0
-7.0,0.00,0.00,0.0,0.0
-6.7,0.00,0.00,0.0,0.0
-6.6,0.01,0.02,0.0,0.0
-4.7,0.17,0.14,9.2,-53.1
-3.8,0.77,0.38,17.3,-41.2
-3.1,1.85,0.43,23.5,-27.5
-2.0,2.29,0.42,27.3,-12.4
-2.6,0.29,0.58,28.1,3.6
-2.4,1.19,0.58,25.9,19.3
-1.9,2.07,0.35,21.0,33.8
-1.4,1.33,0.28,13.9,46.7
-2.7,0.64,0.10,5.2,58.0
-4.6,0.00,0.00,0.0,0.0
-5.6,0.00,0.00,0.0,0.0
-5.3,0.00,0.00,0.0,0.0
-5.7,0.00,0.00,0.0,0.0
-5.3,0.00,0.00,0.0,0.0
-5.2,0.00,0.00,0.0,0.0
-6.2,0.00,0.00,0.0,0.0
-4.8,0.00,0.00,0.0,0.0
-4.5,0.00,0.00,0.0,0.0
-4.4,0.00,0.00,0.0,0.0
-4.6,0.00,0.00,0.0,0.0
-4.9,0.00,0.00,0.0,0.0
-5.6,0.00,0.00,0.0,0.0
-5.6,0.00,0.00,0.0,0.0
-6.6,0.01,0.02,0.0,0.0
-4.6,0.11,0.13,9.4,-53.3
-3.8,0.16,0.29,17.5,-41.3
-2.9,1.94,0.42,23.7,-27.7
-2.2,1.67,0.55,27.5,-12.5
-1.4,2.05,0.49,28.4,3.5
-1.2,1.37,0.57,26.2,19.3
-1.7,0.24,0.40,21.3,33.9
-1.7,0.68,0.30,14.1,46.8
-2.1,0.35,0.10,5.4,58.2
-2.3,0.00,0.00,0.0,0.0
-2.2,0.00,0.00,0.0,0.0
-2.7,0.00,0.00,0.0,0.0
-2.8,0.00,0.00,0.0,0.0
-3.6,0.00,0.00,0.0,0.0
-4.0,0.00,0.00,0.0,0.0
-4.2,0.00,0.00,0.0,0.0
-4.7,0.00,0.00,0.0,0.0
-5.0,0.00,0.00,0.0,0.0
-5.3,0.00,0.00,0.0,0.0
-5.5,0.00,0.00,0.0,0.0
-5.9,0.00,0.00,0.0,0.0
-6.2,0.00,0.00,0.0,0.0
-6.5,0.00,0.00,0.0,0.0
-7.1,0.01,0.02,0.1,-64.2
-6.7,0.35,0.18,9.6,-53.5
-5.7,0.50,0.38,17.7,-41.5
-4.6,2.33,0.35,23.9,-27.9
